mass_ratio	chirp_mass	luminosity_distance	dec	ra	theta_jn	psi	phase	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	geocent_time
0.35161	0.46407	0.31724	0.80541	0.57034	0.40934	0.15533	0.14162	0.22561	0.20828	0.22004	0.23993	0.14391	0.11723	0.8185
0.36139	0.44347	0.32197	0.81611	0.54877	0.47462	0.15967	0.11505	0.2198	0.20263	0.23189	0.25015	0.13211	0.14037	0.83816
0.33836	0.43042	0.31397	0.83032	0.54388	0.47932	0.12796	0.15361	0.24534	0.22445	0.21667	0.20903	0.11911	0.12673	0.84899
0.34907	0.42798	0.32621	0.81913	0.5684	0.46666	0.13294	0.13318	0.21978	0.189	0.22366	0.21328	0.14147	0.1284	0.83435
0.31172	0.43038	0.32906	0.80212	0.54602	0.45412	0.15258	0.13157	0.22215	0.21348	0.23072	0.21769	0.14327	0.14497	0.83549
0.38753	0.41213	0.32374	0.81883	0.56125	0.42428	0.13722	0.14436	0.23818	0.20698	0.22249	0.22754	0.12723	0.13024	0.83692
0.37764	0.43223	0.32814	0.81421	0.54682	0.42852	0.13613	0.12981	0.2361	0.20982	0.21913	0.21901	0.12597	0.13343	0.81297
0.3575	0.43772	0.32086	0.81522	0.54431	0.46433	0.11899	0.11793	0.21491	0.21481	0.2131	0.20616	0.14124	0.12065	0.84545
0.36901	0.42277	0.33637	0.82176	0.56214	0.48314	0.13569	0.14242	0.22482	0.18661	0.20692	0.21558	0.1342	0.12549	0.83996
0.35408	0.451	0.33731	0.83006	0.55084	0.44362	0.12979	0.13815	0.21643	0.21573	0.21489	0.22772	0.13066	0.13769	0.81406
0.34094	0.44735	0.3391	0.8094	0.56061	0.46158	0.12737	0.14086	0.21847	0.21027	0.19821	0.23464	0.12854	0.12742	0.84329
0.3405	0.43531	0.35327	0.81643	0.58272	0.43522	0.13158	0.1355	0.23683	0.21546	0.21229	0.21801	0.11988	0.12905	0.81299
0.33004	0.45711	0.35339	0.80287	0.57236	0.44315	0.12856	0.14874	0.22994	0.21205	0.21307	0.23848	0.14428	0.13651	0.80285
0.34717	0.44271	0.34071	0.84617	0.52211	0.46366	0.13065	0.12392	0.24767	0.20783	0.20638	0.23522	0.12569	0.1379	0.83627
0.3386	0.41951	0.35547	0.80541	0.56117	0.46363	0.13119	0.13884	0.22172	0.20292	0.21235	0.20813	0.11663	0.13773	0.81208
0.34697	0.42927	0.3603	0.81461	0.56325	0.43534	0.14457	0.13332	0.21772	0.19461	0.22284	0.21509	0.12937	0.14908	0.84893
0.33688	0.4428	0.35338	0.81898	0.5606	0.48302	0.13724	0.14457	0.21586	0.23102	0.22027	0.20834	0.14324	0.14417	0.83605
0.33926	0.4272	0.37214	0.84265	0.55134	0.4705	0.12416	0.13573	0.22247	0.20957	0.20637	0.20278	0.14363	0.12734	0.81841
0.33473	0.45793	0.37497	0.81469	0.55389	0.44855	0.15532	0.11273	0.21733	0.21365	0.22538	0.23085	0.13046	0.13128	0.82569
0.35215	0.42932	0.36913	0.83383	0.56204	0.44372	0.14214	0.13524	0.21811	0.20198	0.18568	0.21844	0.14377	0.13927	0.84382
0.32152	0.46241	0.34716	0.8341	0.56494	0.48151	0.15389	0.13171	0.215	0.21802	0.20326	0.22333	0.13546	0.13391	0.82668
0.34715	0.42466	0.36043	0.81561	0.57664	0.48205	0.14207	0.14761	0.21565	0.21008	0.19807	0.20024	0.14561	0.12529	0.8183
0.35822	0.43276	0.3935	0.82201	0.5554	0.45942	0.13062	0.12403	0.23239	0.1965	0.20286	0.21065	0.1274	0.11402	0.82449
0.36074	0.41384	0.37535	0.81262	0.53954	0.47477	0.14193	0.13025	0.2294	0.22138	0.2167	0.20875	0.14359	0.15518	0.83787
0.31605	0.42817	0.34595	0.82961	0.55593	0.4422	0.15285	0.1314	0.23695	0.22506	0.19883	0.1972	0.12016	0.12823	0.83753
0.35221	0.43574	0.38246	0.8209	0.5602	0.46027	0.13556	0.12948	0.23153	0.20389	0.22449	0.2231	0.13156	0.14286	0.82912
0.32492	0.42886	0.38179	0.81861	0.55517	0.48049	0.14347	0.12304	0.21571	0.23315	0.21062	0.20069	0.12735	0.1498	0.80985
0.32973	0.42349	0.3807	0.82231	0.53916	0.45273	0.12124	0.1359	0.2157	0.20533	0.19157	0.23697	0.13478	0.12718	0.83064
0.31782	0.43114	0.3891	0.81748	0.56993	0.47651	0.1551	0.15084	0.22667	0.22018	0.19538	0.20778	0.12428	0.13528	0.82447
0.34081	0.44183	0.37722	0.83907	0.56744	0.45818	0.13004	0.14131	0.21635	0.2222	0.20115	0.20669	0.12475	0.14075	0.83687
0.32651	0.404	0.3674	0.82514	0.56206	0.43822	0.14541	0.13997	0.24399	0.21044	0.20456	0.2065	0.13476	0.13204	0.84016
0.34571	0.43214	0.36699	0.8471	0.56926	0.46912	0.14133	0.1416	0.19396	0.22617	0.19036	0.21932	0.13351	0.14147	0.82183
0.32843	0.45902	0.38231	0.81328	0.57299	0.47405	0.1388	0.16009	0.2475	0.20942	0.19736	0.22259	0.14182	0.12461	0.80955
0.31888	0.4369	0.37396	0.83212	0.55343	0.41814	0.13657	0.13574	0.22165	0.23346	0.19375	0.20625	0.13287	0.13628	0.84058
0.33914	0.42955	0.37068	0.79983	0.57702	0.44959	0.12177	0.12892	0.21461	0.23093	0.20471	0.2157	0.15434	0.14842	0.82751
0.29432	0.41923	0.3911	0.79984	0.57632	0.48183	0.13736	0.14835	0.21756	0.20911	0.21476	0.2281	0.1322	0.1345	0.8417
0.31476	0.44844	0.36195	0.84443	0.55223	0.4866	0.13621	0.14419	0.21628	0.22541	0.22338	0.20285	0.13438	0.12708	0.81544
0.33549	0.43351	0.38604	0.82907	0.55636	0.45481	0.13654	0.12463	0.23153	0.2267	0.19898	0.20752	0.11438	0.13135	0.82723
