mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
0.28441	0.3165	0.04895	0.59742	0.73319	0.04679	0.04532	0.02118	0.01348	0.04873	0.05552	0.1156	0.04741	0.21722	0.08373
0.30726	0.33385	0.0491	0.58596	0.7303	0.04582	0.04652	0.02316	0.01364	0.04491	0.05452	0.11223	0.04655	0.2134	0.07447
0.31023	0.35302	0.04758	0.58263	0.73083	0.0428	0.0447	0.02425	0.01219	0.04489	0.05353	0.1148	0.04544	0.20917	0.07089
0.30814	0.3611	0.04621	0.5885	0.73041	0.04284	0.04466	0.02338	0.01227	0.04509	0.05467	0.11333	0.04528	0.20706	0.07328
0.30982	0.35676	0.04661	0.58791	0.73183	0.04319	0.04657	0.02266	0.01303	0.04525	0.05433	0.11264	0.04567	0.21177	0.07342
0.30194	0.35358	0.04629	0.59685	0.73485	0.04243	0.04462	0.0222	0.01287	0.04623	0.05364	0.11476	0.04613	0.21525	0.07442
0.31221	0.35493	0.04649	0.59	0.73431	0.04288	0.04595	0.02201	0.01248	0.04649	0.05273	0.1141	0.04595	0.2164	0.07452
0.31681	0.3588	0.04655	0.59043	0.73477	0.04387	0.0453	0.02299	0.01233	0.0462	0.05574	0.11161	0.04584	0.2133	0.07424
0.32148	0.36404	0.04647	0.57947	0.73649	0.04325	0.0436	0.02184	0.01232	0.04591	0.05484	0.11482	0.04487	0.21023	0.07181
0.3142	0.36546	0.04592	0.58596	0.73608	0.04311	0.047	0.02215	0.01199	0.04733	0.05388	0.11426	0.04572	0.21033	0.07374
0.31577	0.36395	0.04781	0.59945	0.73759	0.04399	0.04562	0.02192	0.01273	0.04583	0.05465	0.11103	0.04353	0.2085	0.07597
0.32397	0.36757	0.04682	0.58211	0.7372	0.0432	0.04477	0.02306	0.01188	0.04621	0.05308	0.11138	0.04648	0.21346	0.07684
0.32919	0.36494	0.04883	0.58553	0.73671	0.04361	0.04429	0.02232	0.0127	0.04676	0.05522	0.11484	0.04552	0.21215	0.0764
0.31585	0.36681	0.04612	0.58309	0.73738	0.04294	0.04603	0.02354	0.01292	0.0455	0.05397	0.11252	0.04619	0.20594	0.07563
0.31804	0.35807	0.04766	0.59122	0.73667	0.04346	0.04629	0.02286	0.01319	0.04682	0.0548	0.11424	0.04611	0.21204	0.07642
0.31594	0.36678	0.04712	0.59067	0.73795	0.04312	0.04637	0.02283	0.01311	0.04754	0.0551	0.11391	0.04531	0.21183	0.0767
0.31536	0.35506	0.04694	0.58163	0.73886	0.04276	0.04556	0.02307	0.0128	0.04493	0.05575	0.11267	0.04416	0.21229	0.0766
0.32807	0.35315	0.04733	0.58737	0.73816	0.04274	0.04666	0.02274	0.01253	0.04591	0.05481	0.11457	0.04536	0.21437	0.07613
0.31847	0.36049	0.0473	0.58647	0.73649	0.04289	0.04499	0.02198	0.0131	0.04597	0.05338	0.11374	0.0455	0.21252	0.07673
0.31715	0.35774	0.04609	0.58874	0.73798	0.04303	0.04648	0.02205	0.01233	0.04634	0.05566	0.11267	0.045	0.21059	0.07375
