mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
0.70919	0.61139	0.04795	0.65429	0.21348	0.09217	0.05221	0.01278	0.01107	0.04899	0.04843	0.17956	0.04725	0.18388	0.08154
0.71202	0.58939	0.04708	0.62992	0.21404	0.09028	0.0521	0.01377	0.01078	0.04638	0.04702	0.17865	0.04698	0.1824	0.07798
0.70826	0.57147	0.04675	0.63059	0.21228	0.08686	0.05155	0.01374	0.01094	0.04655	0.04722	0.17824	0.04614	0.17461	0.08045
0.70695	0.5642	0.04819	0.62246	0.21417	0.08432	0.05046	0.01384	0.01018	0.04639	0.04756	0.17856	0.04632	0.17362	0.07837
0.70606	0.56428	0.04725	0.62879	0.21406	0.08223	0.05188	0.01354	0.01058	0.04666	0.04625	0.17624	0.04491	0.17911	0.08039
0.7039	0.56501	0.04726	0.63227	0.21585	0.08386	0.05057	0.01337	0.01065	0.04686	0.04701	0.17564	0.04611	0.18277	0.08024
0.70276	0.56405	0.04627	0.63038	0.21734	0.08632	0.05201	0.01435	0.01093	0.04568	0.0449	0.17683	0.04693	0.18167	0.07855
0.70067	0.5532	0.04625	0.62992	0.21961	0.08518	0.05113	0.01346	0.01126	0.04675	0.04662	0.17659	0.04617	0.17824	0.07943
0.70158	0.55146	0.04595	0.6303	0.21767	0.0855	0.05116	0.01345	0.0113	0.04564	0.04734	0.17999	0.04557	0.17981	0.07873
0.69579	0.54754	0.04702	0.62932	0.21962	0.08515	0.0512	0.01378	0.01089	0.04589	0.04532	0.17795	0.04567	0.17717	0.07812
0.69345	0.54856	0.0469	0.63104	0.22124	0.08493	0.05168	0.01401	0.011	0.04673	0.04519	0.1753	0.04514	0.17713	0.07686
0.69437	0.54936	0.04739	0.62954	0.22242	0.08388	0.05127	0.01422	0.01107	0.04552	0.04789	0.17355	0.04615	0.17923	0.08038
0.69657	0.55778	0.04654	0.63296	0.22084	0.08728	0.05017	0.01393	0.01122	0.04755	0.04591	0.17444	0.04483	0.17576	0.07765
