mass_ratio	chirp_mass	luminosity_distance	dec	ra	theta_jn	psi	phase	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	geocent_time
0.3306	0.44174	0.32631	0.74647	0.63157	0.41263	0.14166	0.13668	0.23244	0.22852	0.20796	0.2184	0.12734	0.14232	0.84656
0.29495	0.44232	0.28062	0.74978	0.65204	0.41697	0.14804	0.14066	0.19888	0.23944	0.20636	0.22996	0.12526	0.13385	0.85777
0.33156	0.45478	0.30619	0.7475	0.56886	0.37487	0.13016	0.15861	0.213	0.23352	0.19065	0.22639	0.14199	0.12594	0.83124
0.32927	0.43148	0.29104	0.75426	0.56345	0.39841	0.13743	0.14432	0.2036	0.23677	0.18267	0.20648	0.13961	0.13836	0.81739
0.31982	0.43836	0.28663	0.75166	0.62077	0.39292	0.14714	0.1428	0.20394	0.2082	0.18312	0.22161	0.14641	0.143	0.83882
0.31038	0.47293	0.26846	0.78025	0.60177	0.39801	0.13197	0.1398	0.24805	0.242	0.19251	0.19667	0.13534	0.13045	0.85971
0.31126	0.49423	0.30009	0.78573	0.59774	0.4041	0.14586	0.13885	0.23628	0.223	0.22925	0.20766	0.12981	0.12757	0.85092
0.34062	0.48539	0.28888	0.78273	0.61661	0.4048	0.15021	0.1348	0.24229	0.22512	0.19114	0.19872	0.14681	0.13357	0.85551
0.3292	0.47924	0.2701	0.79017	0.61531	0.4355	0.12818	0.13757	0.2349	0.22545	0.18338	0.20402	0.13881	0.13587	0.85844
0.33034	0.46037	0.30593	0.80666	0.63731	0.42786	0.14373	0.15499	0.23418	0.21586	0.217	0.20811	0.13506	0.13411	0.85848
0.32271	0.45183	0.27776	0.79082	0.62448	0.30771	0.13931	0.14302	0.21462	0.25628	0.21216	0.20069	0.14734	0.13877	0.83836
0.33837	0.45219	0.28213	0.78686	0.59122	0.30276	0.14005	0.14979	0.22043	0.23334	0.18686	0.20851	0.14827	0.14347	0.82642
0.32868	0.45135	0.30969	0.79336	0.59075	0.33321	0.13986	0.14374	0.21885	0.23775	0.22266	0.19413	0.12846	0.13468	0.86145
0.31453	0.44059	0.30218	0.77759	0.57715	0.43414	0.14194	0.14237	0.23123	0.22819	0.18366	0.19589	0.145	0.12525	0.84916
0.33181	0.47121	0.29588	0.80657	0.55938	0.42921	0.13847	0.14326	0.20897	0.22817	0.197	0.20175	0.13501	0.13832	0.87089
0.31994	0.4809	0.28999	0.76484	0.57854	0.39729	0.1396	0.13717	0.22933	0.20501	0.20646	0.1967	0.13186	0.13813	0.86296
0.33046	0.46361	0.28926	0.78602	0.60842	0.45521	0.1423	0.14225	0.23948	0.19948	0.20087	0.19354	0.12716	0.1264	0.85074
0.3134	0.46237	0.29299	0.80451	0.58463	0.40788	0.138	0.13198	0.23441	0.20357	0.18413	0.19942	0.13381	0.13348	0.82227
0.30515	0.43706	0.29321	0.80725	0.58038	0.43089	0.1348	0.13935	0.26946	0.21228	0.1591	0.22062	0.14391	0.14184	0.84816
0.31961	0.48454	0.30118	0.79839	0.56348	0.44725	0.13258	0.1457	0.23493	0.20838	0.16667	0.19533	0.13291	0.12929	0.84568
0.32888	0.46429	0.29201	0.77754	0.56173	0.39402	0.14781	0.12976	0.22281	0.19478	0.17616	0.1834	0.12633	0.12812	0.83035
0.33343	0.45974	0.29308	0.79104	0.54173	0.43762	0.14286	0.1395	0.23873	0.22009	0.17936	0.17452	0.14066	0.12672	0.84777
0.32348	0.40669	0.28611	0.79217	0.5855	0.45264	0.13659	0.13881	0.21222	0.20367	0.17537	0.1791	0.13662	0.13556	0.8225
0.33173	0.44693	0.30104	0.7756	0.57001	0.45318	0.12121	0.13608	0.2554	0.2357	0.18423	0.17567	0.15548	0.1378	0.84601
0.30899	0.44928	0.2932	0.79875	0.60951	0.45141	0.13293	0.14747	0.23278	0.21715	0.17866	0.19173	0.13095	0.12775	0.83084
0.34349	0.45785	0.29905	0.78874	0.64937	0.45813	0.14034	0.14598	0.21945	0.21708	0.19286	0.16057	0.15592	0.13857	0.83122
0.32924	0.44046	0.28255	0.80491	0.60256	0.46468	0.14208	0.1367	0.24234	0.22348	0.18256	0.1764	0.13313	0.14153	0.8477
0.31452	0.45601	0.29423	0.76889	0.5641	0.4711	0.16285	0.12941	0.21625	0.23492	0.1829	0.2077	0.12588	0.14349	0.83077
0.3383	0.45127	0.28129	0.79877	0.56093	0.43879	0.1477	0.13375	0.22849	0.23126	0.21498	0.21519	0.12415	0.14013	0.81548
0.34258	0.45916	0.29716	0.80495	0.53294	0.45567	0.13657	0.14093	0.22244	0.24002	0.18979	0.21755	0.14088	0.13829	0.85193
0.32088	0.41863	0.30145	0.79705	0.57004	0.45693	0.1495	0.12774	0.21021	0.24812	0.19532	0.20253	0.11339	0.11919	0.85403
0.31681	0.40578	0.30167	0.7796	0.62383	0.47873	0.12233	0.13788	0.22197	0.21743	0.18974	0.18968	0.14045	0.12031	0.83868
0.30788	0.43922	0.28614	0.78814	0.62639	0.45524	0.13454	0.14252	0.22908	0.21158	0.20628	0.20013	0.148	0.12663	0.83774
0.31202	0.43344	0.2707	0.78653	0.55991	0.43562	0.13697	0.13385	0.22411	0.20579	0.1994	0.18874	0.13549	0.12202	0.81886
0.31288	0.44106	0.28997	0.78941	0.57607	0.45041	0.12827	0.14236	0.23301	0.19871	0.19287	0.20616	0.12649	0.13942	0.81476
0.33883	0.43654	0.28239	0.81001	0.59092	0.43009	0.13635	0.14007	0.21661	0.19109	0.20529	0.19094	0.12573	0.12754	0.84641
