mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
0.95779	0.91343	0.04566	0.9209	0.51075	0.14808	0.09605	0.03703	0.0211	0.05105	0.04392	0.20239	0.04849	0.75088	0.38988
0.95769	0.91041	0.04631	0.89345	0.67593	0.18069	0.07765	0.0366	0.01462	0.04847	0.05045	0.1637	0.03731	0.62077	0.44799
0.9575	0.91926	0.04065	0.84315	0.84343	0.13614	0.06572	0.03545	0.01724	0.03793	0.05665	0.143	0.05705	0.64982	0.46527
0.95104	0.95537	0.01023	0.87749	0.83051	0.15761	0.08291	0.0541	0.01888	0.0382	0.03551	0.10159	0.02082	0.66069	0.38795
0.95535	0.9852	0.01012	0.88484	0.85522	0.07652	0.08555	0.07587	0.0195	0.02933	0.01952	0.07593	0.01684	0.67447	0.36231
0.94808	0.99286	0.00798	0.82301	0.90304	0.10706	0.08826	0.06128	0.01135	0.02342	0.01643	0.10507	0.00935	0.72892	0.36563
0.95995	0.98112	0.00473	0.74083	0.93578	0.12281	0.06897	0.0602	0.01992	0.01764	0.00942	0.16507	0.01131	0.64134	0.39827
0.93721	0.99327	0.00475	0.79988	0.93909	0.07921	0.10359	0.049	0.02047	0.01071	0.01986	0.13282	0.00844	0.7447	0.40239
0.94662	0.98854	0.00235	0.7152	0.95375	0.11915	0.08248	0.04762	0.01771	0.00507	0.00588	0.11254	0.00395	0.69401	0.36474
0.92454	0.94419	0.00191	0.83117	0.96821	0.1003	0.06956	0.06268	0.01953	0.00467	0.00702	0.15827	0.00616	0.69762	0.42114
0.9357	0.98109	0.00325	0.73262	0.96295	0.12692	0.06246	0.04205	0.02065	0.00448	0.00741	0.18176	0.00084	0.68296	0.39193
0.9332	0.84561	0.00426	0.77245	0.95268	0.05511	0.0858	0.04635	0.01669	0.00467	0.01298	0.15974	0.00978	0.79573	0.4144
0.9093	0.74788	0.00354	0.77168	0.95477	0.1494	0.09719	0.0376	0.02169	0.00235	0.01022	0.21463	0.00384	0.67981	0.37876
0.88736	0.68971	0.00456	0.79788	0.95355	0.19109	0.09109	0.02884	0.02211	0.00258	0.00722	0.28456	0.00447	0.76262	0.36775
0.86075	0.76337	0.00932	0.84226	0.94393	0.18839	0.08595	0.03247	0.01801	0.00293	0.02598	0.24714	0.00147	0.68307	0.37158
0.74554	0.46824	0.00212	0.89885	0.96389	0.19029	0.09377	0.03264	0.02158	0.00808	0.0084	0.19141	0.00229	0.68353	0.36717
0.78444	0.48171	0.00184	0.80334	0.97742	0.28811	0.10104	0.02716	0.01828	0.00474	0.00485	0.27412	0.00142	0.72388	0.33569
0.79956	0.4885	0.00412	0.83015	0.93661	0.19065	0.12264	0.0296	0.02059	0.00463	0.01713	0.3633	0.00181	0.66143	0.36541
0.73162	0.40327	0.00147	0.80387	0.95841	0.22339	0.09921	0.02163	0.01474	0.00156	0.01297	0.1783	0.00156	0.74836	0.36641
0.74682	0.5027	0.00183	0.8106	0.96283	0.17898	0.11482	0.01654	0.01833	0.00384	0.02549	0.19958	0.00226	0.67578	0.36224
0.7362	0.52943	0.00207	0.85678	0.96709	0.21919	0.10701	0.01324	0.02015	0.00556	0.06187	0.21982	0.00384	0.6525	0.37564
0.74642	0.25129	0.00221	0.84491	0.95814	0.28677	0.08658	0.01485	0.02032	0.00186	0.03169	0.18639	0.00166	0.63434	0.34933
0.77003	0.55918	0.00482	0.83383	0.96699	0.18147	0.08202	0.0253	0.02191	0.00349	0.02316	0.11898	0.00202	0.63459	0.35114
