mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
0.64295	0.52745	0.04725	0.63313	0.56176	0.0844	0.05083	0.01579	0.01061	0.04821	0.04634	0.17478	0.04999	0.16953	0.07712
0.62187	0.53235	0.03761	0.62812	0.46506	0.07631	0.05255	0.01456	0.01517	0.04769	0.03924	0.17349	0.03651	0.18068	0.08218
0.61339	0.53589	0.02612	0.62087	0.46827	0.04978	0.03111	0.01483	0.01155	0.0333	0.03112	0.16636	0.04031	0.16241	0.0839
0.65173	0.51738	0.01578	0.60623	0.4107	0.04886	0.02096	0.01554	0.01066	0.03235	0.01744	0.16908	0.02797	0.16243	0.07263
0.67107	0.54799	0.01148	0.4952	0.39261	0.04752	0.01888	0.0156	0.01362	0.02731	0.01161	0.16453	0.0186	0.16349	0.07713
0.62751	0.51573	0.00768	0.47135	0.45993	0.05738	0.01452	0.01359	0.01149	0.01639	0.0126	0.16388	0.01295	0.15932	0.07602
0.61404	0.53617	0.00314	0.38622	0.57664	0.04265	0.01307	0.01223	0.01037	0.01412	0.00871	0.16101	0.00692	0.14677	0.07524
0.6629	0.52912	0.00803	0.38453	0.40634	0.04935	0.01577	0.01651	0.01121	0.01006	0.0111	0.15572	0.0044	0.17609	0.0752
0.66689	0.53378	0.00225	0.39045	0.44601	0.04255	0.01477	0.01272	0.01253	0.00541	0.00651	0.14745	0.00072	0.16463	0.08007
0.67681	0.54814	0.00343	0.42405	0.45339	0.04065	0.01114	0.0148	0.01074	0.00834	0.00565	0.14666	0.00385	0.15509	0.07367
0.6994	0.60044	0.0021	0.40241	0.50923	0.02681	0.0177	0.01301	0.00961	0.00902	0.00728	0.14244	0.00384	0.15283	0.07035
0.72317	0.61262	0.00299	0.38079	0.43681	0.03998	0.0103	0.01024	0.01039	0.0066	0.00444	0.13067	0.00127	0.16023	0.06873
0.63545	0.50959	0.00048	0.43249	0.51699	0.05071	0.00953	0.01373	0.01486	0.00659	0.00554	0.12609	0.00235	0.17348	0.07442
0.63644	0.53311	0.00262	0.38791	0.43171	0.03187	0.01237	0.00859	0.0113	0.00625	0.0015	0.11644	0.00069	0.18391	0.07235
0.70505	0.60774	0.00111	0.39147	0.55958	0.04341	0.01114	0.01354	0.00972	0.01108	0.00149	0.12211	0.00227	0.18632	0.06886
0.84219	0.72251	0.00128	0.44318	0.47099	0.03566	0.01513	0.01791	0.01094	0.00464	0.00149	0.11562	0.00141	0.14796	0.06318
0.80033	0.66483	0.00172	0.4529	0.5687	0.03624	0.00794	0.01979	0.00989	0.00683	0.00061	0.12131	0.00384	0.18265	0.0651
0.66398	0.55567	0.00088	0.37289	0.45855	0.04508	0.01327	0.00876	0.00917	0.00467	0.00283	0.11316	0.00134	0.13093	0.06407
0.7252	0.59301	0.00402	0.3904	0.47574	0.0414	0.00639	0.0113	0.00854	0.00705	0.00216	0.11654	0.00125	0.14385	0.06366
0.77319	0.64917	0.00028	0.42249	0.54863	0.03493	0.00949	0.01801	0.00894	0.00332	0.00148	0.13763	0.00161	0.13366	0.06671
0.67564	0.5467	0.00415	0.37721	0.47387	0.02674	0.01081	0.00909	0.01009	0.00638	0.00054	0.10816	0.00125	0.17068	0.06709
0.72555	0.6319	0.00224	0.40803	0.51837	0.03727	0.01507	0.00906	0.0085	0.00577	0.00062	0.11126	0.00134	0.17366	0.06764
0.6878	0.58394	0.00132	0.39579	0.4551	0.03696	0.00774	0.01341	0.00715	0.00546	0.00117	0.10538	0.00093	0.16822	0.07703
0.77505	0.67275	0.00227	0.42266	0.51885	0.03439	0.01039	0.01462	0.00691	0.00512	0.00165	0.10104	0.0017	0.15146	0.05919
0.72217	0.59045	0.0015	0.37571	0.35753	0.04404	0.0123	0.01057	0.00468	0.00442	0.00151	0.08897	0.00105	0.15997	0.0643
0.64026	0.51765	0.00173	0.41376	0.44521	0.03297	0.0095	0.00759	0.00515	0.00321	0.00091	0.09885	0.00122	0.21489	0.08492
0.64032	0.5277	0.00052	0.36941	0.40939	0.03624	0.00819	0.01164	0.00369	0.00435	0.00081	0.09753	0.00057	0.16603	0.08209
0.63609	0.47545	0.00184	0.34627	0.35918	0.04616	0.00959	0.00757	0.00426	0.0038	0.00031	0.10756	0.00173	0.17958	0.0693
0.69506	0.57727	0.00113	0.39542	0.53222	0.03907	0.00328	0.01516	0.00514	0.00223	0.00078	0.09587	0.0017	0.17291	0.06549
0.73142	0.58584	0.00089	0.40659	0.53695	0.04343	0.00748	0.00859	0.0042	0.0026	0.00246	0.10491	0.00067	0.15977	0.07063
0.6258	0.53112	0.00059	0.40975	0.43629	0.03925	0.00803	0.01023	0.00448	0.0038	0.00034	0.10533	0.00093	0.17475	0.07334
0.70008	0.59555	0.00068	0.42062	0.45421	0.04258	0.00638	0.01353	0.00571	0.00368	0.00094	0.1036	0.00149	0.1865	0.0772
0.67256	0.48773	0.00128	0.41519	0.4368	0.03525	0.00602	0.0113	0.0047	0.00337	0.00085	0.10954	0.00188	0.19741	0.08675
0.60639	0.47435	0.00153	0.39009	0.39226	0.04401	0.00863	0.01285	0.00309	0.00239	0.00168	0.09399	0.00128	0.21499	0.08047
0.5068	0.37865	0.00145	0.36119	0.3149	0.04444	0.0081	0.00812	0.00342	0.0021	0.00134	0.10739	0.00063	0.19313	0.0713
0.45698	0.34187	0.00101	0.31239	0.28981	0.03514	0.00419	0.00579	0.00267	0.00472	0.0004	0.07947	0.00262	0.18227	0.08128
0.65867	0.53438	0.00063	0.39357	0.4565	0.04621	0.00526	0.01066	0.00372	0.00318	0.00091	0.08938	0.00384	0.2227	0.07851
0.56939	0.4158	0.00174	0.34004	0.30343	0.03758	0.00699	0.00659	0.00336	0.00184	0.00298	0.07996	0.00093	0.23648	0.08246
0.62079	0.49271	0.00243	0.37386	0.34936	0.03594	0.00526	0.0089	0.00356	0.00285	0.00105	0.08685	0.00156	0.23101	0.07536
0.51413	0.41554	0.00143	0.29585	0.28048	0.04754	0.00671	0.00737	0.00516	0.00386	0.00085	0.06813	0.00075	0.2411	0.08319
0.49267	0.36815	0.00048	0.28774	0.22871	0.04966	0.009	0.00871	0.00862	0.00368	0.00141	0.07948	0.0032	0.24015	0.08693
0.47566	0.42059	0.00208	0.36187	0.29359	0.0343	0.00945	0.00711	0.00473	0.00249	0.00112	0.07138	0.00032	0.19209	0.07628
0.65961	0.50135	0.00036	0.37984	0.37967	0.04103	0.01183	0.00794	0.00235	0.00223	0.00122	0.07661	0.00106	0.18158	0.0671
0.5626	0.42511	0.00083	0.38261	0.35522	0.03873	0.01183	0.01064	0.00293	0.00213	0.0009	0.08402	0.00156	0.24306	0.07714
0.60217	0.51309	0.00084	0.37705	0.34757	0.0597	0.00995	0.00689	0.00409	0.00164	0.00095	0.10086	0.00121	0.19175	0.06471
0.59987	0.48958	0.00066	0.35249	0.38927	0.04445	0.01631	0.00681	0.00143	0.0014	0.0006	0.07351	0.00096	0.24566	0.0767
0.59074	0.45524	0.00336	0.34489	0.31856	0.03661	0.00757	0.00983	0.00277	0.00221	0.0008	0.08002	0.00205	0.2445	0.08763
0.64938	0.49597	0.00341	0.36419	0.31402	0.05287	0.00902	0.00888	0.00356	0.00272	0.00052	0.0617	0.00118	0.26329	0.07625
0.51319	0.32997	0.00142	0.313	0.19698	0.03942	0.0129	0.00941	0.00472	0.00164	0.00118	0.05846	0.00187	0.22824	0.07267
0.55025	0.38647	0.00178	0.34504	0.19132	0.05346	0.01156	0.00712	0.00282	0.00119	0.00114	0.05746	0.00142	0.19074	0.07796
0.69811	0.48773	0.00079	0.42374	0.28046	0.04329	0.01182	0.00691	0.00259	0.00179	0.00061	0.07766	0.00112	0.19604	0.06475
0.49079	0.34368	0.002	0.2683	0.25259	0.05431	0.0109	0.00608	0.00214	0.00122	0.00084	0.06764	0.00259	0.23341	0.08515
0.50261	0.36398	0.00085	0.28894	0.26738	0.05976	0.01614	0.00543	0.00578	0.00232	0.00247	0.07937	0.00219	0.22529	0.061
0.57466	0.46781	0.00073	0.35006	0.30053	0.04833	0.0092	0.00668	0.00462	0.00138	0.0009	0.08651	0.00073	0.20367	0.06679
0.57554	0.41993	0.00294	0.37731	0.37032	0.03946	0.01137	0.00671	0.00236	0.00167	0.00156	0.09091	0.0015	0.14801	0.0422
0.46352	0.32278	0.00204	0.29432	0.25665	0.03097	0.00909	0.00554	0.00699	0.00248	0.00088	0.07159	0.00089	0.22664	0.07706
0.47775	0.33346	0.00151	0.31508	0.24205	0.03056	0.00961	0.00551	0.00302	0.00172	0.00103	0.0611	0.0016	0.23496	0.07196
0.46025	0.33799	0.00175	0.28211	0.28877	0.04719	0.01057	0.00903	0.00371	0.00261	0.00085	0.05405	0.00078	0.23838	0.07167
0.2785	0.28793	0.00153	0.21136	0.19154	0.04742	0.01238	0.00806	0.00449	0.00312	0.00096	0.06854	0.00129	0.24191	0.07337
0.35228	0.30294	0.00113	0.27727	0.17156	0.04064	0.0083	0.00801	0.00524	0.00231	0.00117	0.05917	0.00107	0.24854	0.08338
0.37715	0.33683	0.00194	0.26326	0.25535	0.03952	0.013	0.00961	0.00426	0.00154	0.00071	0.05702	0.00118	0.23817	0.07654
0.4575	0.30852	0.0014	0.30988	0.19102	0.06607	0.01094	0.00956	0.00553	0.00117	0.00196	0.07407	0.00086	0.2548	0.07814
0.3143	0.26233	0.0014	0.21471	0.18565	0.04084	0.00714	0.00614	0.00717	0.00172	0.00187	0.07542	0.00081	0.25959	0.0697
0.36834	0.30933	0.00118	0.25289	0.20601	0.05215	0.0093	0.00568	0.00316	0.00217	0.00147	0.0783	0.00081	0.23676	0.07411
0.40341	0.30899	0.00147	0.25105	0.20048	0.05903	0.0144	0.01015	0.00469	0.0022	0.00185	0.07305	0.00111	0.22728	0.07848
0.44725	0.40322	0.00104	0.24599	0.27113	0.05575	0.00936	0.00603	0.00139	0.00116	0.001	0.0588	0.00343	0.20297	0.0749
0.46811	0.36877	0.00125	0.27465	0.27282	0.05228	0.00763	0.0086	0.00198	0.00139	0.00072	0.08614	0.00048	0.2378	0.07685
0.48485	0.397	0.00123	0.28839	0.27651	0.04581	0.00503	0.00662	0.00452	0.00143	0.00071	0.09068	0.00133	0.22631	0.07733
0.41598	0.35891	0.00211	0.26903	0.24713	0.04557	0.00797	0.00786	0.00484	0.00095	0.00096	0.08391	0.00079	0.21354	0.06159
0.47168	0.38054	0.00117	0.31222	0.36683	0.04272	0.0122	0.00686	0.00415	0.00195	0.00133	0.08191	0.00202	0.20262	0.06461
0.33881	0.27814	0.00184	0.25326	0.21281	0.05039	0.01229	0.00725	0.00468	0.00175	0.0015	0.05444	0.0013	0.22241	0.07675
0.44293	0.3579	0.00132	0.28167	0.30827	0.03723	0.00922	0.0111	0.00404	0.00094	0.00278	0.07075	0.00122	0.24412	0.07375
0.39715	0.31315	0.00072	0.25337	0.25588	0.05101	0.01094	0.00787	0.00499	0.00203	0.00083	0.06299	0.00118	0.23334	0.07947
0.57518	0.40326	0.00062	0.35075	0.3313	0.04945	0.01113	0.01063	0.00289	0.00457	0.00104	0.06637	0.00111	0.2162	0.079
0.33557	0.25563	0.00191	0.219	0.17286	0.04815	0.00906	0.00985	0.00643	0.00087	0.00227	0.07446	0.00099	0.22591	0.07541
0.35604	0.3358	0.00345	0.22827	0.2375	0.0427	0.01024	0.00531	0.00362	0.00149	0.00116	0.05374	0.00123	0.26963	0.0748
0.42786	0.37834	0.00075	0.32955	0.32036	0.04601	0.00713	0.00689	0.00175	0.00086	0.00157	0.08609	0.00103	0.22579	0.07683
0.36159	0.30389	0.00118	0.25365	0.21583	0.03961	0.01155	0.00731	0.00363	0.0025	0.00025	0.06109	0.00107	0.22611	0.06533
0.49514	0.38366	0.00097	0.31067	0.30958	0.03558	0.01253	0.00901	0.00216	0.00061	0.00117	0.07059	0.00216	0.1734	0.06426
0.43145	0.33261	0.00248	0.32376	0.24956	0.0527	0.00674	0.01057	0.00318	0.00142	0.0027	0.07166	0.00081	0.22431	0.07489
0.42702	0.34901	0.00102	0.29778	0.28586	0.03459	0.00829	0.01029	0.00225	0.00359	0.00086	0.05986	0.00089	0.2186	0.07833
0.36183	0.33784	0.00099	0.28723	0.25488	0.04675	0.01054	0.00658	0.00257	0.00123	0.00049	0.06597	0.00131	0.22451	0.0712
0.38106	0.33171	0.0008	0.27886	0.26063	0.03729	0.00871	0.00605	0.00433	0.00276	0.00124	0.08067	0.00077	0.20528	0.06928
0.3242	0.25563	0.00087	0.26879	0.19232	0.04934	0.00675	0.00683	0.00254	0.00103	0.00106	0.05725	0.00297	0.18606	0.06478
0.33897	0.28395	0.00083	0.28095	0.18474	0.05379	0.00763	0.0057	0.00473	0.00323	0.00065	0.06005	0.00189	0.21118	0.06596
