mass_ratio	chirp_mass	luminosity_distance	dec	ra	theta_jn	psi	phase	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	geocent_time
4.622168723402476	6.289806718684939	3.8337838074811432	10.169479562345026	8.43849250383371	3.3022345170943863	1.4168277926591426	1.557729897043584	2.7961092426367995	2.997209465038107	3.308122006880973	3.103377966649323	2.1426137206150235	1.7161816617650212	10.093130687772913
5.007707566142035	7.288476506446036	4.477117522288842	10.037187634431323	9.331115926872126	4.700634459689887	1.74489909244696	1.9468803724403299	3.0252496055212674	2.705230910707494	3.9117230050019156	3.9136715629947747	1.5441099045963962	1.0259293980927155	9.93611128122885
4.826749254537541	5.957477590285845	4.795966553487598	10.43146532853303	8.745548654118078	3.594236861755085	1.0182292092607195	1.307732950617984	2.6742295924040627	3.0336007333105757	3.193816808662196	3.573500770026521	2.2652696515839046	1.4201997555298658	10.617105316363231
5.9142618589513924	7.506225373275198	4.4787259994449355	9.972871683932857	8.88318076628157	4.422262803510298	1.1872575924875333	2.3772605905752813	2.308466116414375	2.6424156450193714	2.815806733601468	3.3294371796084197	1.5349369070471997	1.4086565403188378	9.802873509738804
3.4893047422409875	6.516050598256056	4.195981081018179	9.548830256834162	8.74549193037783	3.6810304228826953	1.7144237623087177	1.4227107327541177	2.5341299451922406	2.9157739898293547	3.709165545229885	3.5929103218281284	1.2432397690386578	1.335005820531589	9.87866475464183
3.131440393410446	5.264491289812716	4.528508109250277	8.943816102496516	8.739837082643803	5.080059427962418	1.6156038444058625	2.027501531146536	3.464849244042554	3.4911975088741776	3.128094138869529	3.843161449605196	2.3158480550131713	1.5982160912421561	10.161118515370623
4.156468755177704	5.852573579298555	4.795864755291723	10.004578051979308	9.266776483648302	4.3191993430097275	1.3770569876613812	1.8508116968317956	2.8973953639530774	3.7120486471466787	2.9917487647947496	2.6144437721194516	2.0584577096406274	1.2744477427849419	9.94367482240723
5.400511110839785	6.669931451323713	5.19931540463236	9.018649971515243	9.828843700946312	3.9597549887984145	1.6262433204743088	1.8176868219493532	3.915611805166115	3.0377878169153805	3.032551946088088	2.7009376659905104	2.2483263981776944	1.059623360694147	10.553168313379725
3.782970127601508	7.30897978588605	4.368167985297452	10.313253462039555	8.766067408432418	3.7762167976722747	1.438978952991598	1.957093549651532	2.372458776960402	3.33856703457261	2.6733022391963814	3.3428413877695533	1.5454514408399749	1.3354684011118754	10.500125139972761
4.647182480977176	6.508133517263958	5.029509222866126	8.520884829637788	8.663923762055722	6.6998350541982825	1.770332504259416	2.3489092480616893	2.8471170601753277	3.551515649225001	2.8737239910783936	3.577873334192	1.9828728319962148	1.5298687751426778	10.18907477428493
