mass_ratio	chirp_mass	luminosity_distance	dec	ra	theta_jn	psi	phase	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	geocent_time
0.34751	0.76094	0.52167	0.77719	0.51522	0.42295	0.1895	0.13231	0.28821	0.1682	0.2671	0.36438	0.21251	0.17132	0.80793
0.27525	0.72293	0.43838	0.79656	0.6611	0.48951	0.19833	0.18573	0.33106	0.17461	0.1836	0.24622	0.21735	0.18408	0.85484
0.30048	0.63162	0.41314	0.78936	0.67456	0.40541	0.18209	0.22076	0.28677	0.21817	0.19262	0.3095	0.2056	0.14414	0.89634
0.25595	0.6761	0.36584	0.75648	0.61187	0.4048	0.15961	0.1461	0.19355	0.27005	0.18654	0.36083	0.14422	0.11525	0.87273
0.43605	0.59712	0.29376	0.77608	0.58533	0.3826	0.1386	0.15747	0.18552	0.33184	0.20701	0.26053	0.14084	0.14295	0.89548
0.30395	0.55739	0.32185	0.83703	0.58065	0.45603	0.1319	0.14012	0.2034	0.30983	0.28668	0.28384	0.17144	0.13512	0.83368
0.34364	0.56835	0.32746	0.71594	0.57476	0.45897	0.15005	0.16604	0.21976	0.41655	0.20771	0.25755	0.13284	0.22072	0.84237
0.3911	0.55369	0.34514	0.8806	0.54656	0.42799	0.1924	0.18466	0.23199	0.29933	0.18229	0.26992	0.15664	0.1669	0.86968
0.38225	0.51531	0.27508	0.7104	0.50873	0.43017	0.16682	0.15975	0.20056	0.22699	0.246	0.28173	0.14242	0.18208	0.83324
0.37849	0.50126	0.4021	0.76736	0.46395	0.44978	0.13852	0.15968	0.23124	0.28782	0.22183	0.21131	0.15434	0.17013	0.86328
0.30278	0.53429	0.35837	0.64114	0.51146	0.42317	0.16585	0.14713	0.31128	0.32532	0.24744	0.23485	0.16294	0.13444	0.86438
0.39227	0.39793	0.43003	0.77855	0.52707	0.50585	0.15238	0.17001	0.19677	0.32203	0.21224	0.20671	0.19077	0.13342	0.85186
0.35826	0.26907	0.32083	0.68775	0.51559	0.50807	0.16507	0.15172	0.17194	0.29365	0.1903	0.27204	0.13818	0.14595	0.8415
0.31348	0.40842	0.337	0.74055	0.57087	0.43433	0.14549	0.15705	0.2004	0.27573	0.30173	0.22236	0.17301	0.15384	0.82963
0.33216	0.39928	0.31504	0.69839	0.59064	0.45078	0.16997	0.15689	0.27381	0.24971	0.25219	0.20042	0.13504	0.1394	0.87698
0.2803	0.55531	0.30794	0.67869	0.59975	0.45663	0.17896	0.16275	0.28751	0.33753	0.42081	0.26908	0.17967	0.15066	0.8465
0.41773	0.48453	0.35324	0.7253	0.60884	0.49179	0.19052	0.15516	0.27161	0.27413	0.30069	0.23598	0.20422	0.21245	0.86485
0.34284	0.45298	0.37197	0.70652	0.6057	0.44838	0.19016	0.12826	0.26541	0.33979	0.28779	0.2077	0.17865	0.17864	0.83809
0.23937	0.43044	0.3316	0.65236	0.54592	0.39045	0.15594	0.1487	0.209	0.3074	0.25654	0.22787	0.23352	0.19152	0.84452
0.28182	0.44556	0.39431	0.67042	0.58558	0.41534	0.14795	0.17617	0.21805	0.25339	0.26525	0.24022	0.15976	0.13627	0.84411
0.30174	0.41425	0.42653	0.74613	0.60535	0.35643	0.16919	0.15871	0.2028	0.37546	0.21975	0.23304	0.16688	0.16643	0.85182
0.40577	0.46692	0.39207	0.62764	0.56661	0.34263	0.18386	0.17183	0.2016	0.35528	0.22239	0.23353	0.17913	0.15721	0.83747
0.34965	0.47526	0.33075	0.67173	0.51974	0.40608	0.18015	0.1453	0.23593	0.37395	0.18933	0.25772	0.16475	0.14716	0.86471
0.35107	0.54921	0.33063	0.71355	0.57732	0.33075	0.18004	0.17601	0.24379	0.3029	0.22237	0.23109	0.15267	0.15746	0.85882
0.41945	0.51067	0.35094	0.63072	0.57523	0.39654	0.17667	0.20169	0.2448	0.30911	0.18603	0.23701	0.21676	0.17885	0.87047
0.38199	0.45829	0.37347	0.62387	0.71444	0.48749	0.14993	0.14894	0.27488	0.22727	0.21966	0.2347	0.26125	0.15425	0.87672
0.50938	0.51875	0.43414	0.57546	0.62519	0.44804	0.14237	0.1505	0.20781	0.24664	0.20377	0.28569	0.1777	0.12992	0.78201
0.3816	0.45748	0.33239	0.6287	0.60032	0.47797	0.19068	0.20432	0.29299	0.2734	0.23241	0.20636	0.20983	0.18098	0.89745
0.3371	0.48801	0.32126	0.63091	0.59407	0.40259	0.16579	0.15558	0.39566	0.28628	0.21344	0.2559	0.16958	0.14219	0.8868
0.36598	0.38231	0.47909	0.74527	0.56961	0.41192	0.17679	0.16728	0.2953	0.25231	0.18867	0.25476	0.19065	0.16997	0.83179
0.30356	0.54728	0.335	0.68781	0.58377	0.43846	0.17443	0.15566	0.26549	0.25078	0.17042	0.1909	0.17911	0.16066	0.85982
0.36425	0.41183	0.33784	0.61582	0.59137	0.39224	0.14085	0.1736	0.23173	0.29174	0.18331	0.25986	0.17452	0.19804	0.9026
0.37489	0.47214	0.40748	0.64978	0.60568	0.42031	0.13745	0.16106	0.2825	0.34231	0.30847	0.23293	0.19265	0.14746	0.86602
0.33002	0.39835	0.42664	0.65163	0.60019	0.46474	0.19277	0.1471	0.24961	0.30905	0.23087	0.24569	0.14826	0.15787	0.82789
0.34481	0.45046	0.53987	0.6139	0.58566	0.43	0.20412	0.15925	0.30214	0.23179	0.26059	0.24355	0.17205	0.16444	0.84701
0.23321	0.48761	0.45227	0.64668	0.5776	0.42262	0.19807	0.14413	0.31509	0.28518	0.24444	0.24464	0.17512	0.13957	0.872
0.28009	0.37858	0.38243	0.77289	0.64742	0.45497	0.17412	0.16706	0.43665	0.2431	0.24326	0.31269	0.14383	0.15607	0.84829
0.24345	0.3777	0.4133	0.67357	0.54137	0.44239	0.16501	0.18421	0.31775	0.2722	0.26322	0.23349	0.18642	0.15344	0.83232
0.37649	0.5234	0.43963	0.64391	0.62101	0.39462	0.16044	0.15755	0.38168	0.2396	0.2523	0.17473	0.13807	0.14241	0.85812
0.26785	0.57966	0.3944	0.64297	0.63445	0.52526	0.27347	0.17689	0.27654	0.18356	0.21259	0.27873	0.17266	0.15332	0.85531
0.40368	0.62025	0.39111	0.66286	0.56475	0.42158	0.16809	0.15254	0.28907	0.17702	0.17992	0.24601	0.18154	0.17526	0.87579
0.39028	0.60231	0.38775	0.67725	0.60029	0.44547	0.17336	0.165	0.38011	0.46118	0.4072	0.22267	0.16481	0.13763	0.87158
