mass_ratio	chirp_mass	luminosity_distance	dec	ra	theta_jn	psi	phase	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	geocent_time
7.861347099628166	8.822390144418009	6.4630370509004145	9.584886822552566	10.271280228283421	7.030714815960797	5.9712123986681735	5.643441772902672	5.4499448070385625	5.818182904590549	7.694389849040705	6.9469161731534586	5.912130504742332	6.100702756927595	10.067426003118278
7.164473269493065	8.332599653425723	6.498614819336709	9.36101677798359	10.12703698596684	6.11117686083163	5.345646068069897	5.174265273393023	5.491116076107077	5.673429757926345	7.9058841269281155	5.793914371324748	5.251884177527245	5.5380024681215225	9.828536258373886
6.810322002904922	7.287396665882693	5.986159212679721	9.230110761010124	10.231381710959997	6.15797287270119	5.264498789442865	4.7888269177920355	5.113195389557448	5.241708011235446	7.559856294488597	5.485338848147857	5.002920621885537	5.508244841438081	10.114257123582899
6.187096831926643	7.737821915262057	5.6710454841652576	9.370185394495525	9.898622778300343	6.210474624643122	4.86275415419766	4.400818288702705	5.047712880925169	5.730282585171302	7.774134113753425	5.516878801410888	4.722701818188361	5.180678687359207	9.993427661763063
6.276987123494848	7.465701240741178	5.683806624206359	9.505993883188054	9.96667944752709	6.312440273713899	4.498614209193618	4.4976145417786215	4.871581791464581	4.843291850877245	7.635146987331674	5.4229518271835815	5.1269484631973015	4.759614975262566	10.16473087073718
6.034420025507112	7.485940814431032	6.0129302564893505	9.089171421149482	10.134094085446643	6.149040948746939	4.6243420346467685	4.263157949695523	4.79860929801943	5.1374418683074214	7.768081384122672	5.185133731605106	4.325486873420391	4.762551376974335	9.991705037166188
5.937179139466738	7.796695979720196	5.513992376809244	9.477908857777111	10.056631660078907	6.019625452639138	4.761312457985678	4.0856744405024195	4.774012653313572	4.864060312038555	7.966675885292184	5.1980392375386195	4.045651368768271	4.817966236318236	9.931474109649889
5.860290503706305	7.510291929130727	5.401835555581496	9.066905693444264	9.942047773981558	5.697607494352541	4.783155608194442	4.164013265644454	4.853634341554344	4.613428802307544	7.518669433081743	5.0168303647933845	4.181549741187898	4.747564786094722	10.20531107576639
6.10861238481663	7.829143055525307	5.393277892199262	9.223767949613746	10.080964980143392	5.183129243697205	4.122268045072836	3.906778275535649	4.601578518377036	4.859379513991729	7.773600200716133	5.082069808105249	4.534969107200112	4.31068569134639	10.00736944656747
6.156664721252808	7.4027670924590225	5.247293696155398	9.363250186362647	10.034532890182772	5.003722326560129	4.014589111920763	4.055880856123033	4.151697522841362	4.549628241554488	7.556187887684757	4.747640197298874	4.230980113506747	4.621871300591326	9.998061627193504
5.638906002687314	7.202460504147961	5.176758435028252	9.433019680197832	10.112877160049026	5.85066404458117	4.2401091927316825	3.785644336444638	4.562847345786787	4.480029451806165	7.712437930583575	4.346982121453248	4.3462248314028376	4.037735109128943	10.293014413059238
5.954692467265974	7.458311715198636	5.112401437758848	9.276681348232861	9.909729542288199	5.614969057819808	3.984526777612052	3.7474649347690705	4.4761800686068405	4.625440544265718	7.888172436862429	4.517756318943062	4.490193915535245	4.4663180697545855	10.14527957843669
6.161408905723167	7.895413748268188	5.411040103671579	8.956590233827482	10.062760457098832	5.586960395160539	4.074003780497554	3.9705940510787237	4.3025987518154425	4.372393307707686	7.7177063392941205	4.464868946050734	3.791944191772421	3.7272829973048407	10.183325705131805
6.380153682196001	7.432366574995735	5.5861989197033814	9.130981190083602	9.991932681756511	5.589330230289621	4.5348167953557335	4.020114580929064	4.651994396384126	4.5917593629406355	7.571031459673324	4.572658677323131	4.122097222736516	4.336140157493383	10.103903514227136
5.919664032595463	7.485921627758509	5.241094719264647	9.007792554889692	10.14804806995439	5.458856394869819	3.849700555810225	3.581730396897384	4.905047158950878	4.8819113700100765	8.01457731634354	4.235023623465281	4.318927141347787	4.1346263512981265	10.148643631066205
5.209087996390212	7.6030920364902785	5.752190537350277	8.798502805094342	10.37804675967872	5.392569051242268	4.108278325436064	4.154695373612588	4.431864434555208	4.2931755004208005	7.719131121890201	4.397599179312264	4.517882258704686	4.257147054736261	10.305695068938899
5.8543295457536315	6.651978005205297	5.608560229037778	9.032400045630313	9.824640981377739	5.439970979148376	4.19809715745088	3.7879304165511867	4.427559603773399	4.803400223064362	7.482176236253292	4.505952511665387	4.15886029909152	4.441130272946404	10.260618158722842
5.623603450876499	7.139910224505627	5.019738288049276	9.280463487983752	10.109396768111841	4.9805303567464465	4.128778542940745	3.725954854248883	4.179040239950545	4.632736426271444	7.740990424947957	4.467618068378912	4.01761886822626	4.6483545056359405	10.243606143902113
6.350450013585324	7.411998885066285	5.107916534737148	9.796264535579533	10.25490467142486	4.956263679163838	4.309213324805265	3.699805419013787	4.650914588678353	4.7496120415940934	7.978243461929639	4.644561774285186	4.7264381760548595	4.544874883160348	10.092922711305679
6.747974578791743	6.9380255075844675	5.16986600936594	9.478732988393391	10.074303028812341	5.547550826901201	4.3881435402409945	4.1560191600188245	4.478154238674442	4.511479671727827	7.752228935324523	4.319629206954472	4.001606830782793	4.345414554558671	10.243123529363304
5.346397730886106	7.279376499770614	5.448883847354131	9.199325813199737	10.085166300726213	5.789316852833045	4.087383661601984	3.9474402162325646	4.469407584909971	4.39608848521454	8.277179415588915	4.513980426167699	3.920310302495544	4.632345863334262	10.035422255989362
6.008604328560421	7.03001044023481	5.378549163469484	10.043577082399882	9.982097991934596	5.485456851078116	4.031541601720847	3.8075142338740045	4.564804003116758	4.630914382680523	7.732335065687814	4.301041183166995	4.03301356717376	4.296445576708293	10.394329244122119
5.6523643680623765	6.581825992167904	5.471316593412239	9.515502037931231	9.924708296707683	4.964306620664872	4.189220292270865	3.755143661277591	4.495156550395323	4.492483744828989	7.934481484553317	4.359578889649055	4.197032270408324	4.410007388869846	10.109700998554827
6.451886620807935	6.988470868252554	5.088703348507063	9.705496038432434	10.396560417206702	5.246167989050692	4.093310904697393	3.8167870985594132	4.674018072590522	4.5489548217601525	7.859978051590072	3.945687602029652	4.462524379744394	3.6992076328141485	10.425754053275913
6.511022720331379	6.710419199437297	4.985271900329333	8.883852333906875	9.90435292032169	5.648568368082409	4.222227907237977	3.463675440955099	4.591160431364142	3.9603131503001014	7.657956035030825	3.9909284240879384	4.155961417121041	4.1396755927472455	9.762164412773805
