mass_ratio	chirp_mass	luminosity_distance	dec	ra	theta_jn	psi	phase	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	geocent_time
0.5196	0.63313	0.42501	0.8598	0.71763	0.58847	0.34044	0.31738	0.34476	0.34451	0.49976	0.46068	0.32925	0.35975	0.92921
0.47016	0.60994	0.43186	0.84272	0.70666	0.55064	0.30378	0.29028	0.34544	0.34016	0.5016	0.37583	0.29168	0.32361	0.94672
0.4548	0.55699	0.40939	0.84604	0.7174	0.56095	0.29679	0.26227	0.33985	0.31856	0.4854	0.36089	0.27822	0.31555	1.0003
0.43125	0.57189	0.39047	0.81569	0.70586	0.57985	0.27252	0.24441	0.33629	0.35764	0.49088	0.36134	0.26412	0.30693	0.925
0.43173	0.56665	0.37319	0.83387	0.70571	0.59546	0.25551	0.24862	0.3183	0.30048	0.48051	0.3485	0.29367	0.27487	0.90493
0.43583	0.57121	0.39393	0.82345	0.7093	0.58252	0.26428	0.23622	0.31157	0.32425	0.49729	0.3363	0.24616	0.27803	0.91197
0.41313	0.56829	0.36254	0.7898	0.70791	0.57992	0.26851	0.22556	0.31441	0.29766	0.50723	0.33249	0.22864	0.28515	0.96061
0.41922	0.54527	0.38135	0.79439	0.70753	0.54121	0.27145	0.22855	0.31564	0.28992	0.48109	0.34275	0.23439	0.28194	0.93475
0.4147	0.55914	0.36679	0.83363	0.72047	0.50273	0.23643	0.21432	0.29241	0.2988	0.49507	0.34799	0.25524	0.25748	0.91306
0.41154	0.55576	0.34333	0.84883	0.71046	0.5045	0.23025	0.22402	0.26969	0.27932	0.4765	0.31575	0.23916	0.27321	0.91341
0.40664	0.54437	0.33851	0.85454	0.70704	0.54401	0.23782	0.20907	0.29492	0.28868	0.49365	0.28997	0.24423	0.24595	0.87994
0.41937	0.54503	0.36735	0.8357	0.70848	0.55294	0.22715	0.21105	0.29604	0.29003	0.49935	0.29468	0.25439	0.26498	1.11174
0.42673	0.57803	0.36379	0.82411	0.71285	0.55529	0.2341	0.21892	0.28214	0.28514	0.49214	0.27759	0.21747	0.22434	0.95029
0.42031	0.56029	0.36423	0.82505	0.69482	0.54945	0.26168	0.22122	0.31508	0.29305	0.48705	0.30045	0.23237	0.25417	0.87554
0.40388	0.54397	0.35224	0.80009	0.72104	0.54736	0.21927	0.19869	0.32343	0.30694	0.50982	0.28802	0.24644	0.25186	0.92766
0.38146	0.5458	0.37696	0.82166	0.71574	0.53248	0.23401	0.23057	0.2857	0.27318	0.49047	0.29561	0.25357	0.25893	0.87827
0.39975	0.52456	0.37232	0.836	0.70374	0.54554	0.23929	0.21358	0.28792	0.30641	0.48376	0.3071	0.23605	0.26577	0.92488
0.38812	0.51457	0.3404	0.84717	0.70025	0.50807	0.23862	0.20435	0.27112	0.29387	0.49497	0.31195	0.22779	0.27302	0.92119
0.42517	0.54106	0.34735	0.88442	0.70731	0.50729	0.25087	0.20362	0.30002	0.30161	0.5129	0.30603	0.26402	0.26667	0.92318
